subid,attribution_technical,attribution_survey,convert_TF,Tier,revenue,,
21388776,facebook,facebook,TRUE,1,54.2059,,
21388820,search,facebook,TRUE,4,18.0931,,
21388864,facebook,tv,FALSE,6,#REF!,,
21388929,search,facebook,TRUE,7,18.0931,,
21389017,search,referral,TRUE,6,18.0931,,
21389108,facebook,facebook,TRUE,7,36.1495,,
21389167,facebook,facebook,FALSE,6,#REF!,,
21389196,facebook,facebook,TRUE,3,18.0931,,
21389218,facebook,facebook,TRUE,7,#REF!,,
21389246,facebook,facebook,TRUE,5,18.0931,,
21389276,facebook,facebook,TRUE,8,18.717,,
21389351,facebook,facebook,TRUE,7,36.1495,,
21389595,search,facebook,FALSE,5,#REF!,,
21389642,search,tv,TRUE,6,#REF!,,
21389731,facebook,facebook,FALSE,7,#REF!,,
21389756,facebook,facebook,TRUE,8,36.1495,,
21389768,facebook,facebook,TRUE,2,36.1495,,
21389875,search,sirius xm,TRUE,3,36.1495,,
21390077,facebook,facebook,FALSE,6,#REF!,,
21390163,search,facebook,FALSE,5,#REF!,,
21390174,facebook,referral,TRUE,3,18.1665,,
21390304,facebook,facebook,FALSE,8,#REF!,,
21390554,facebook,facebook,FALSE,6,#REF!,,
21390556,facebook,facebook,TRUE,4,36.1495,,
21390647,facebook,facebook,FALSE,8,#REF!,,
21390815,facebook,facebook,TRUE,2,36.1495,,
21390824,facebook,facebook,FALSE,6,#REF!,,
21390987,facebook,facebook,FALSE,4,#REF!,,
21391021,search,search,FALSE,8,#REF!,,
21391180,facebook,other,TRUE,6,#REF!,,
21391274,facebook,facebook,TRUE,8,#REF!,,
21391315,facebook,facebook,FALSE,5,#REF!,,
21391376,search,search,FALSE,7,#REF!,,
21391434,facebook,facebook,TRUE,4,#REF!,,
21391766,facebook,tv,FALSE,3,#REF!,,
21391791,facebook,facebook,TRUE,4,36.1495,,
21391829,facebook,facebook,FALSE,6,#REF!,,
21391910,search,search,TRUE,3,36.1495,,
21391917,search,facebook,TRUE,5,18.1665,,
21392072,facebook,facebook,FALSE,2,#REF!,,
21392201,facebook,facebook,TRUE,4,36.1495,,
21392374,facebook,facebook,TRUE,1,18.0931,,
21392470,search,facebook,TRUE,5,18.0931,,
21392476,facebook,facebook,TRUE,5,18.717,,
21392606,facebook,facebook,FALSE,4,#REF!,,
21392723,facebook,facebook,TRUE,2,18.0931,,
21392766,facebook,facebook,TRUE,7,36.1495,,
21392767,search,tv,TRUE,7,18.0931,,
21392929,facebook,facebook,FALSE,2,#REF!,,
21392996,facebook,facebook,TRUE,2,#REF!,,
21393002,facebook,facebook,TRUE,8,#REF!,,
21393044,search,search,TRUE,8,18.1665,,
21393061,facebook,facebook,TRUE,8,#REF!,,
21393078,facebook,facebook,TRUE,8,18.0931,,
21393333,facebook,facebook,TRUE,8,18.0931,,
21393486,facebook,facebook,FALSE,6,#REF!,,
21393680,bing,search,TRUE,7,18.717,,
21393743,search,public_radio,FALSE,5,#REF!,,
21393883,facebook,facebook,TRUE,8,#REF!,,
21393919,facebook,facebook,TRUE,4,#REF!,,
21393938,facebook,facebook,FALSE,1,#REF!,,
21393959,search,facebook,TRUE,3,18.0931,,
21394121,facebook,facebook,TRUE,5,18.0931,,
21394242,facebook,facebook,TRUE,4,#REF!,,
21394422,facebook,other,FALSE,4,#REF!,,
21394575,facebook,facebook,FALSE,3,#REF!,,
21394685,facebook,tv,FALSE,3,#REF!,,
21394722,facebook,referral,TRUE,8,18.0931,,
21394750,facebook,facebook,TRUE,7,#REF!,,
21394843,display,tv,FALSE,7,#REF!,,
21394878,search,search,TRUE,6,#REF!,,
21394880,facebook,facebook,FALSE,3,#REF!,,
21395082,facebook,facebook,TRUE,4,36.1495,,
21395089,facebook,facebook,FALSE,2,#REF!,,
21395173,facebook,tv,TRUE,8,18.0931,,
21395189,facebook,facebook,TRUE,7,18.0931,,
21395199,facebook,facebook,TRUE,4,#REF!,,
21395216,search,facebook,TRUE,8,18.717,,
21395248,facebook,facebook,TRUE,5,18.1665,,
21395297,facebook,facebook,TRUE,7,36.1495,,
21395389,search,referral,FALSE,6,#REF!,,
21395409,facebook,facebook,FALSE,1,#REF!,,
21395458,facebook,referral,TRUE,7,36.1495,,
21395586,facebook,social_organic,TRUE,6,18.0931,,
21395859,search,facebook,TRUE,5,40.2599,,
21395917,facebook,facebook,FALSE,2,#REF!,,
21396099,search,referral,TRUE,3,36.1495,,
21396175,search,search,TRUE,8,18.0931,,
21396295,facebook,facebook,FALSE,2,#REF!,,
21396344,facebook,facebook,FALSE,8,#REF!,,
21396359,facebook,facebook,TRUE,8,18.0931,,
21396437,facebook,facebook,FALSE,8,#REF!,,
21396607,facebook,social_organic,TRUE,6,18.2399,,
21396653,search,public_radio,TRUE,1,54.2059,,
21396766,facebook,facebook,FALSE,1,#REF!,,
21396841,facebook,facebook,TRUE,7,36.1495,,
21396857,search,public_radio,TRUE,7,18.717,,
21396884,facebook,facebook,TRUE,8,18.3867,,
21397047,facebook,facebook,FALSE,8,#REF!,,
21397203,search,facebook,TRUE,6,18.717,,
21397326,facebook,facebook,TRUE,8,18.3867,,
21397584,search,tv,TRUE,6,18.717,,
21397587,facebook,facebook,TRUE,6,#REF!,,
21397674,bing,search,TRUE,4,18.0931,,
21397787,facebook,affiliate,TRUE,7,36.1495,,
21397803,facebook,facebook,TRUE,3,18.0931,,
21397913,facebook,facebook,TRUE,1,18.0931,,
21397933,facebook,facebook,TRUE,3,18.3867,,
21397961,facebook,facebook,FALSE,8,#REF!,,
21397972,search,facebook,FALSE,3,#REF!,,
21398150,facebook,pinterest,FALSE,7,#REF!,,
21398398,facebook,facebook,FALSE,1,#REF!,,
21398498,facebook,facebook,FALSE,1,#REF!,,
21398614,facebook,podcast,TRUE,8,36.1495,,
21398624,facebook,facebook,TRUE,6,18.3867,,
21398660,search,search,TRUE,8,18.0931,,
21398786,facebook,facebook,TRUE,7,36.1495,,
21398808,search,facebook,TRUE,2,36.1495,,
21398813,search,facebook,FALSE,6,#REF!,,
21399233,facebook,other,FALSE,1,#REF!,,
21399297,facebook,facebook,TRUE,2,18.0931,,
21399363,search,youtube,TRUE,1,54.2059,,
21399403,facebook,facebook,TRUE,5,18.3867,,
21399423,facebook,facebook,TRUE,6,#REF!,,
21399529,search,facebook,TRUE,8,18.717,,
21399615,facebook,tv,FALSE,6,#REF!,,
21399644,facebook,facebook,TRUE,2,36.1495,,
21399663,facebook,facebook,TRUE,4,#REF!,,
21399911,facebook,facebook,FALSE,1,#REF!,,
21400011,facebook,facebook,FALSE,5,#REF!,,
21400221,search,facebook,TRUE,7,18.1665,,
21400286,facebook,facebook,TRUE,6,18.0931,,
21400387,search,youtube,TRUE,1,36.1495,,
21400405,facebook,facebook,FALSE,7,#REF!,,
21400421,search,search,TRUE,4,36.1495,,
21400481,facebook,facebook,TRUE,8,#REF!,,
21400693,facebook,,TRUE,3,18.3867,,
21400733,facebook,podcast,TRUE,3,18.3867,,
21400949,facebook,facebook,FALSE,3,#REF!,,
21401183,facebook,facebook,TRUE,7,18.0931,,
21401530,facebook,facebook,FALSE,3,#REF!,,
21401607,facebook,youtube,TRUE,1,18.0931,,
21401632,facebook,tv,FALSE,1,#REF!,,
21401660,facebook,referral,TRUE,3,18.0931,,
21401681,facebook,facebook,FALSE,1,#REF!,,
21401860,search,facebook,TRUE,6,#REF!,,
21401903,facebook,facebook,TRUE,8,36.1495,,
21401974,search,pinterest,TRUE,8,18.3867,,
21402731,facebook,facebook,FALSE,6,#REF!,,
21402842,search,tv,TRUE,5,#REF!,,
21403327,facebook,facebook,TRUE,5,#REF!,,
21403662,facebook,facebook,FALSE,1,#REF!,,
21403703,facebook,facebook,TRUE,5,18.4234,,
21403912,search,other,TRUE,6,18.3867,,
21404039,facebook,facebook,TRUE,8,18.0931,,
21404065,facebook,facebook,FALSE,5,#REF!,,
21404119,facebook,facebook,TRUE,6,#REF!,,
21404205,search,search,TRUE,7,18.0931,,
21404308,facebook,facebook,TRUE,2,36.1495,,
21404387,facebook,facebook,TRUE,2,36.1495,,
21404508,facebook,facebook,FALSE,8,#REF!,,
21404516,facebook,facebook,TRUE,7,#REF!,,
21404566,facebook,facebook,TRUE,6,18.0931,,
21404759,display,social_organic,TRUE,8,18.0931,,
21404789,facebook,facebook,TRUE,8,18.0931,,
21404825,search,facebook,TRUE,4,36.1495,,
21404878,facebook,facebook,FALSE,1,#REF!,,
21405073,facebook,tv,TRUE,3,18.717,,
21405101,facebook,facebook,TRUE,8,18.0931,,
21405180,facebook,referral,TRUE,2,#REF!,,
21405714,search,search,TRUE,7,18.0931,,
21405756,facebook,referral,TRUE,8,#REF!,,
21405855,facebook,facebook,TRUE,7,36.1495,,
21406040,facebook,facebook,TRUE,2,36.1495,,
21406144,search,facebook,TRUE,8,18.0931,,
21406345,facebook,facebook,TRUE,2,36.1495,,
21406438,search,facebook,TRUE,2,18.0931,,
21406442,facebook,facebook,FALSE,1,#REF!,,
21406463,search,tv,FALSE,7,#REF!,,
21406474,facebook,facebook,TRUE,4,36.1495,,
21406532,search,search,TRUE,6,18.1665,,
21406595,facebook,facebook,TRUE,3,#REF!,,
21406625,facebook,tv,FALSE,6,#REF!,,
21406644,search,tv,TRUE,6,18.717,,
21406700,search,tv,TRUE,7,#REF!,,
21406769,facebook,facebook,TRUE,1,54.2059,,
21406847,search,other,TRUE,8,18.3867,,
21406925,facebook,facebook,FALSE,4,#REF!,,
21406942,search,facebook,TRUE,2,#REF!,,
21407408,facebook,facebook,FALSE,3,#REF!,,
21407430,facebook,facebook,FALSE,8,#REF!,,
21407476,facebook,facebook,FALSE,4,#REF!,,
21407508,facebook,facebook,FALSE,7,#REF!,,
21407602,search,search,FALSE,1,#REF!,,
21407752,youtube,public_radio,TRUE,7,18.3867,,
21407928,search,other,TRUE,4,36.1495,,
21407963,facebook,facebook,FALSE,1,#REF!,,
21408018,facebook,facebook,FALSE,1,#REF!,,
21408254,search,facebook,TRUE,8,18.0931,,
21408702,facebook,facebook,FALSE,8,#REF!,,
21408716,facebook,facebook,TRUE,3,#REF!,,
21408729,search,facebook,FALSE,6,#REF!,,
21408778,facebook,facebook,FALSE,6,#REF!,,
21408849,bing,tv,FALSE,2,#REF!,,
21408903,facebook,facebook,TRUE,5,18.0931,,
21408904,facebook,tv,FALSE,4,#REF!,,
21408992,search,facebook,TRUE,6,18.0931,,
21409032,search,tv,FALSE,7,#REF!,,
21409068,facebook,facebook,TRUE,1,36.1495,,
21409087,search,pinterest,TRUE,2,36.1495,,
21409149,facebook,facebook,FALSE,5,#REF!,,
21409215,facebook,facebook,FALSE,1,#REF!,,
21409249,search,public_radio,TRUE,6,18.0931,,
21409450,facebook,facebook,TRUE,4,36.1495,,
21409600,search,tv,FALSE,3,#REF!,,
21409619,facebook,affiliate,TRUE,7,18.0931,,
21409681,facebook,facebook,TRUE,8,#REF!,,
21409791,facebook,facebook,FALSE,4,#REF!,,
21409926,facebook,facebook,TRUE,4,36.1495,,
21409933,facebook,facebook,FALSE,8,#REF!,,
21410055,facebook,facebook,TRUE,7,36.1495,,
21410099,facebook,social_organic,FALSE,1,#REF!,,
21410175,facebook,facebook,TRUE,7,#REF!,,
21410219,facebook,facebook,TRUE,8,#REF!,,
21410275,search,facebook,TRUE,5,#REF!,,
21410278,facebook,facebook,TRUE,3,18.0931,,
21410346,facebook,facebook,FALSE,6,#REF!,,
21410348,search,tv,TRUE,8,#REF!,,
21410378,facebook,facebook,TRUE,4,36.1495,,
21410474,facebook,facebook,FALSE,8,#REF!,,
21410522,facebook,facebook,FALSE,6,#REF!,,
21410612,facebook,facebook,FALSE,4,#REF!,,
21410668,facebook,facebook,TRUE,6,18.0931,,
21410865,facebook,facebook,TRUE,5,18.717,,
21411140,facebook,facebook,TRUE,6,#REF!,,
21411468,facebook,facebook,TRUE,8,36.1495,,
21411530,facebook,tv,TRUE,8,#REF!,,
21411609,search,affiliate,FALSE,6,#REF!,,
21411636,facebook,facebook,FALSE,5,#REF!,,
21411730,facebook,facebook,TRUE,5,18.3867,,
21411745,facebook,facebook,FALSE,8,#REF!,,
21411805,search,other,TRUE,3,36.1495,,
21411821,facebook,affiliate,FALSE,5,#REF!,,
21411990,facebook,public_radio,TRUE,5,18.3867,,
21412039,facebook,facebook,TRUE,8,18.0931,,
21412079,facebook,facebook,FALSE,6,#REF!,,
21412253,facebook,facebook,TRUE,6,18.0931,,
21412380,search,tv,TRUE,8,18.717,,
21412470,facebook,facebook,TRUE,4,36.1495,,
21412549,facebook,facebook,FALSE,2,#REF!,,
21412763,search,facebook,TRUE,3,36.1495,,
21412836,facebook,facebook,FALSE,7,#REF!,,
21412861,facebook,facebook,TRUE,7,36.1495,,
21412867,search,search,FALSE,8,#REF!,,
21413169,facebook,facebook,FALSE,2,#REF!,,
21413254,facebook,facebook,TRUE,8,18.0931,,
21413423,facebook,referral,TRUE,4,18.0931,,
21413531,search,tv,FALSE,5,#REF!,,
21413563,facebook,facebook,TRUE,2,18.0931,,
21413620,facebook,facebook,FALSE,8,#REF!,,
21413705,facebook,facebook,TRUE,3,18.717,,
21413727,facebook,facebook,TRUE,6,18.717,,
21413798,search,search,TRUE,8,18.0931,,
21413836,facebook,facebook,TRUE,4,36.1495,,
21413944,facebook,facebook,TRUE,2,36.1495,,
21413954,facebook,facebook,TRUE,5,18.717,,
21413958,facebook,facebook,FALSE,4,#REF!,,
21414153,facebook,tv,FALSE,3,#REF!,,
21414341,youtube,tv,FALSE,7,#REF!,,
21414366,facebook,facebook,FALSE,8,#REF!,,
21414465,facebook,facebook,TRUE,3,18.0931,,
21414482,facebook,facebook,FALSE,1,#REF!,,
21414555,search,tv,TRUE,8,#REF!,,
21414663,facebook,tv,TRUE,4,36.1495,,
21414691,facebook,facebook,TRUE,4,36.1495,,
21414815,facebook,facebook,TRUE,3,18.3867,,
21414821,facebook,facebook,TRUE,8,18.0931,,
21414823,search,facebook,TRUE,3,36.1495,,
21414870,facebook,facebook,TRUE,6,18.0931,,
21415113,facebook,facebook,FALSE,7,#REF!,,
21415130,facebook,facebook,TRUE,1,18.0931,,
21415371,facebook,facebook,FALSE,8,#REF!,,
21415457,facebook,tv,TRUE,7,36.1495,,
21415477,search,referral,TRUE,6,18.3867,,
21415521,facebook,facebook,TRUE,6,#REF!,,
21415587,search,facebook,FALSE,7,#REF!,,
21415592,facebook,facebook,TRUE,6,18.0931,,
21415603,facebook,facebook,FALSE,2,#REF!,,
21415667,facebook,facebook,TRUE,6,#REF!,,
21415673,search,facebook,TRUE,4,#REF!,,
21415695,facebook,facebook,TRUE,4,36.1495,,
21415724,facebook,facebook,TRUE,8,18.0931,,
21415759,facebook,facebook,TRUE,3,#REF!,,
21415836,facebook,facebook,TRUE,1,54.2059,,
21415871,facebook,tv,TRUE,3,18.0931,,
21416053,facebook,facebook,TRUE,1,36.1495,,
21416153,facebook,facebook,FALSE,1,#REF!,,
21416199,search,facebook,FALSE,5,#REF!,,
21416345,facebook,facebook,TRUE,3,#REF!,,
21416413,search,tv,TRUE,8,18.0931,,
21416424,facebook,facebook,FALSE,5,#REF!,,
21416449,facebook,other,FALSE,4,#REF!,,
21416482,search,facebook,TRUE,6,18.0564,,
21416637,search,facebook,FALSE,5,#REF!,,
21416788,search,other,TRUE,7,18.0931,,
21416803,search,facebook,FALSE,5,#REF!,,
21416931,facebook,facebook,TRUE,5,18.1665,,
21416985,facebook,facebook,FALSE,3,#REF!,,
21417167,facebook,facebook,FALSE,5,#REF!,,
21417297,facebook,facebook,TRUE,1,18.0931,,
21417298,facebook,referral,TRUE,3,18.0931,,
21417554,facebook,facebook,TRUE,2,18.0931,,
21417563,facebook,tv,FALSE,3,#REF!,,
21417630,facebook,facebook,TRUE,5,18.3867,,
21417754,facebook,facebook,FALSE,3,#REF!,,
21418130,facebook,facebook,FALSE,2,#REF!,,
21418296,bing,tv,TRUE,4,36.1495,,
21418609,facebook,affiliate,TRUE,7,36.1495,,
21418738,facebook,facebook,FALSE,7,#REF!,,
21418790,facebook,facebook,TRUE,8,#REF!,,
21418797,search,facebook,FALSE,7,#REF!,,
21419220,facebook,facebook,TRUE,4,#REF!,,
21419263,facebook,facebook,FALSE,4,#REF!,,
21419389,facebook,facebook,FALSE,1,#REF!,,
21419459,search,other,FALSE,8,#REF!,,
21419903,facebook,facebook,FALSE,8,#REF!,,
21419952,facebook,tv,FALSE,1,#REF!,,
21420017,facebook,facebook,FALSE,1,#REF!,,
21420171,facebook,facebook,TRUE,7,36.1495,,
21420229,facebook,facebook,FALSE,2,#REF!,,
21420382,facebook,facebook,TRUE,7,36.1495,,
21420429,facebook,facebook,FALSE,1,#REF!,,
21420506,facebook,facebook,TRUE,3,#REF!,,
21420547,facebook,referral,TRUE,3,18.1665,,
21420561,facebook,tv,FALSE,1,#REF!,,
21420597,facebook,facebook,TRUE,3,18.0931,,
21420837,facebook,facebook,FALSE,2,#REF!,,
21420930,facebook,tv,FALSE,1,#REF!,,
21421149,facebook,referral,TRUE,2,36.1495,,
21421172,facebook,facebook,TRUE,8,40.2599,,
21421418,search,facebook,TRUE,6,18.1665,,
21421734,facebook,facebook,TRUE,5,18.717,,
21421875,facebook,facebook,FALSE,4,#REF!,,
21421925,facebook,referral,TRUE,1,36.1495,,
21422050,search,search,TRUE,2,36.1495,,
21422054,search,youtube,TRUE,5,18.0931,,
21422778,facebook,facebook,TRUE,4,18.0931,,
21422790,search,youtube,TRUE,5,18.0931,,
21422842,facebook,facebook,TRUE,5,#REF!,,
21422846,facebook,facebook,TRUE,8,18.1665,,
21422867,facebook,facebook,TRUE,5,#REF!,,
21422900,facebook,facebook,FALSE,1,#REF!,,
21423085,facebook,facebook,TRUE,7,#REF!,,
21423203,facebook,tv,FALSE,1,#REF!,,
21423391,facebook,facebook,FALSE,3,#REF!,,
21423436,facebook,facebook,FALSE,3,#REF!,,
21423491,facebook,facebook,TRUE,5,18.0931,,
21423745,facebook,tv,FALSE,4,#REF!,,
21423843,facebook,facebook,FALSE,6,#REF!,,
21424077,facebook,,TRUE,7,36.1495,,
21424159,search,ott,TRUE,5,36.1495,,
21424232,facebook,facebook,FALSE,1,#REF!,,
21424239,facebook,facebook,TRUE,8,#REF!,,
21424335,facebook,referral,TRUE,1,18.0931,,
21424613,facebook,referral,TRUE,4,36.1495,,
21424678,facebook,facebook,TRUE,8,18.0931,,
21424825,facebook,facebook,TRUE,6,#REF!,,
21424914,facebook,search,TRUE,8,18.3867,,
21425126,facebook,tv,FALSE,4,#REF!,,
21425229,search,search,TRUE,6,18.0564,,
21425257,facebook,facebook,FALSE,6,#REF!,,
21425265,facebook,tv,FALSE,4,#REF!,,
21425463,search,facebook,TRUE,8,18.3867,,
21425504,search,search,TRUE,5,#REF!,,
21425534,facebook,tv,FALSE,5,#REF!,,
21425582,search,podcast,TRUE,5,18.0931,,
21425638,facebook,facebook,TRUE,5,#REF!,,
21425742,facebook,facebook,TRUE,3,18.0931,,
21425782,facebook,facebook,FALSE,1,#REF!,,
21425805,facebook,facebook,TRUE,2,18.0931,,
21425833,facebook,facebook,FALSE,4,#REF!,,
21425918,search,pinterest,TRUE,5,18.0931,,
21425920,facebook,facebook,TRUE,8,#REF!,,
21425930,facebook,referral,TRUE,5,18.0931,,
21425954,search,tv,TRUE,2,#REF!,,
21426123,search,search,TRUE,3,36.1495,,
21426131,search,search,TRUE,6,18.0931,,
21426214,facebook,facebook,TRUE,5,18.3867,,
21426225,facebook,facebook,FALSE,8,#REF!,,
21426477,facebook,facebook,TRUE,3,18.3867,,
21426932,search,referral,TRUE,7,#REF!,,
21426940,facebook,tv,FALSE,5,#REF!,,
21427011,facebook,referral,FALSE,1,#REF!,,
21427114,search,facebook_organic,TRUE,5,18.0931,,
21427134,facebook,referral,TRUE,7,#REF!,,
21427185,facebook,facebook,TRUE,8,18.0931,,
21427204,facebook,facebook,TRUE,8,18.3867,,
21427238,facebook,facebook,FALSE,6,#REF!,,
21427277,facebook,facebook,TRUE,3,#REF!,,
21427407,facebook,facebook,FALSE,1,#REF!,,
21427686,search,tv,FALSE,1,#REF!,,
21427687,facebook,public_radio,TRUE,8,18.0931,,
21427803,search,youtube,TRUE,7,18.0931,,
21427848,search,search,FALSE,2,#REF!,,
21427869,search,tv,FALSE,6,#REF!,,
21428613,youtube,youtube,FALSE,7,#REF!,,
21429237,facebook,facebook,TRUE,8,#REF!,,
21429511,facebook,tv,TRUE,8,#REF!,,
21429569,facebook,facebook,TRUE,4,#REF!,,
21429577,facebook,tv,TRUE,5,18.3867,,
21429579,facebook,facebook,FALSE,8,#REF!,,
21429620,facebook,facebook,FALSE,1,#REF!,,
21429640,search,referral,TRUE,6,18.1665,,
21429693,search,tv,FALSE,7,#REF!,,
21429779,facebook,facebook,FALSE,4,#REF!,,
21429877,facebook,facebook,TRUE,8,#REF!,,
21429995,facebook,facebook,FALSE,1,#REF!,,
21430008,facebook,facebook,FALSE,1,#REF!,,
21430041,facebook,facebook,TRUE,4,18.0931,,
21430180,facebook,facebook,TRUE,7,#REF!,,
21430184,search,referral,TRUE,5,36.1495,,
21430400,facebook,facebook,TRUE,6,18.3867,,
21430484,facebook,tv,FALSE,2,#REF!,,
21430542,facebook,facebook,FALSE,5,#REF!,,
21430698,facebook,tv,TRUE,7,36.1495,,
21430841,facebook,facebook,TRUE,6,#REF!,,
21430940,facebook,facebook,FALSE,8,#REF!,,
21430961,search,tv,TRUE,8,#REF!,,
21431052,facebook,facebook,FALSE,2,#REF!,,
21431103,search,facebook,TRUE,7,18.1665,,
21431217,facebook,facebook,FALSE,5,#REF!,,
21431277,search,search,TRUE,6,18.0931,,
21431288,facebook,other,TRUE,6,18.0931,,
21431339,facebook,facebook,FALSE,8,#REF!,,
21431379,facebook,facebook,TRUE,4,36.1495,,
21431497,search,search,FALSE,2,#REF!,,
21431572,facebook,facebook,TRUE,3,#REF!,,
21431660,facebook,facebook,FALSE,7,#REF!,,
21431715,facebook,facebook,FALSE,4,#REF!,,
21431735,search,facebook,TRUE,6,18.3867,,
21431972,facebook,facebook,FALSE,1,#REF!,,
21432088,facebook,facebook,TRUE,5,#REF!,,
21432163,facebook,sirius xm,TRUE,6,18.3867,,
21432323,facebook,facebook,TRUE,4,36.1495,,
21432371,search,search,TRUE,8,18.717,,
21432587,facebook,facebook,FALSE,7,#REF!,,
21432596,facebook,facebook,TRUE,2,36.1495,,
21432822,facebook,social_organic,FALSE,1,#REF!,,
21432851,facebook,referral,TRUE,5,#REF!,,
21432981,facebook,facebook,TRUE,6,18.0931,,
21433023,facebook,tv,TRUE,6,18.717,,
21433194,facebook,facebook,TRUE,8,18.0931,,
21433246,facebook,facebook,FALSE,2,#REF!,,
21433272,facebook,facebook,TRUE,6,18.3867,,
21433507,search,tv,FALSE,6,#REF!,,
21433515,facebook,facebook,TRUE,8,#REF!,,
21433586,display,search,TRUE,8,18.3867,,
21433731,search,public_radio,FALSE,3,#REF!,,
21433819,search,tv,TRUE,6,18.3867,,
21433937,search,other,TRUE,8,18.1665,,
21434332,facebook,facebook,FALSE,2,#REF!,,
21434643,facebook,social_organic,FALSE,5,#REF!,,
21434712,facebook,facebook_organic,TRUE,8,18.3867,,
21434718,facebook,facebook,FALSE,8,#REF!,,
21434741,search,other,FALSE,7,#REF!,,
21434784,facebook,facebook,FALSE,7,#REF!,,
21434802,facebook,facebook,TRUE,8,18.0931,,
21434822,search,search,TRUE,6,18.1665,,
21434921,facebook,facebook,TRUE,4,36.1495,,
21434930,facebook,facebook,FALSE,1,#REF!,,
21435151,facebook,facebook,TRUE,1,18.0931,,
21435276,facebook,facebook,TRUE,6,#REF!,,
21435296,search,tv,TRUE,8,18.0931,,
21435361,facebook,facebook,TRUE,1,18.0931,,
21435469,search,tv,FALSE,1,#REF!,,
21435569,facebook,facebook,TRUE,4,36.1495,,
21435859,facebook,public_radio,TRUE,5,18.717,,
21436308,facebook,facebook,TRUE,6,#REF!,,
21436328,search,facebook,TRUE,4,#REF!,,
21436558,facebook,facebook,TRUE,2,36.1495,,
21436567,facebook,social_organic,TRUE,3,18.717,,
21436742,facebook,facebook,TRUE,6,18.0931,,
21436802,facebook,facebook,TRUE,8,#REF!,,
21436814,facebook,facebook,TRUE,3,18.3867,,
21436949,search,tv,FALSE,6,#REF!,,
21437208,facebook,tv,TRUE,3,18.717,,
21437302,facebook,facebook,FALSE,4,#REF!,,
21437459,search,other,TRUE,8,18.0931,,
21437515,facebook,facebook,TRUE,4,#REF!,,
21437540,search,pinterest,TRUE,6,18.0931,,
21437637,facebook,facebook,TRUE,6,18.3867,,
21437640,facebook,facebook,FALSE,4,#REF!,,
21437655,facebook,facebook,TRUE,2,36.1495,,
21437772,facebook,social_organic,TRUE,2,36.1495,,
21437848,facebook,facebook,FALSE,8,#REF!,,
21437856,facebook,facebook,TRUE,2,36.1495,,
21437885,facebook,facebook,TRUE,7,#REF!,,
21438028,facebook,facebook,TRUE,5,#REF!,,
21438147,facebook,referral,TRUE,7,#REF!,,
21438203,facebook,facebook,FALSE,4,#REF!,,
21438305,facebook,facebook,TRUE,7,36.1495,,
21438543,search,tv,TRUE,7,18.3867,,
21438552,facebook,facebook,FALSE,2,#REF!,,
21438639,facebook,tv,FALSE,4,#REF!,,
21438659,facebook,facebook,FALSE,6,#REF!,,
21438671,facebook,facebook,TRUE,4,#REF!,,
21438733,facebook,facebook,FALSE,7,#REF!,,
21438921,facebook,facebook,FALSE,5,#REF!,,
21439005,facebook,facebook,FALSE,4,#REF!,,
21439052,facebook,facebook,TRUE,6,18.0931,,
21439119,facebook,facebook,FALSE,6,#REF!,,
21439160,facebook,facebook,FALSE,8,#REF!,,
21439164,facebook,affiliate,FALSE,8,#REF!,,
21439558,facebook,facebook,TRUE,2,36.1495,,
21439732,facebook,facebook,TRUE,2,#REF!,,
21439769,facebook,facebook,FALSE,8,#REF!,,
21439815,search,facebook,FALSE,6,#REF!,,
21439831,facebook,facebook,TRUE,8,36.1495,,
21439956,facebook,facebook,FALSE,4,#REF!,,
21440324,search,social_organic,TRUE,7,18.1665,,
21440403,facebook,facebook,TRUE,5,18.1665,,
21440423,facebook,referral,FALSE,2,#REF!,,
21440580,facebook,facebook,FALSE,1,#REF!,,
21440686,facebook,pinterest,TRUE,8,18.0931,,
21440756,facebook,tv,FALSE,6,#REF!,,
21440757,facebook,facebook,FALSE,4,#REF!,,
21440918,facebook,facebook,FALSE,2,#REF!,,
21440919,facebook,facebook,TRUE,3,#REF!,,
21440933,facebook,facebook,FALSE,1,#REF!,,
21440949,facebook,social_organic,TRUE,7,36.1495,,
21441112,facebook,facebook,TRUE,8,18.1665,,
21441189,search,facebook,TRUE,8,18.1665,,
21441260,search,facebook,FALSE,6,#REF!,,
21441310,facebook,facebook,TRUE,7,36.1495,,
21441313,facebook,podcast,TRUE,6,18.717,,
21441404,facebook,facebook,FALSE,6,#REF!,,
21441663,facebook,referral,TRUE,7,36.1495,,
21441858,facebook,facebook,TRUE,3,#REF!,,
21442123,facebook,facebook,TRUE,8,18.1665,,
21442193,facebook,facebook,TRUE,7,#REF!,,
21442224,display,tv,FALSE,5,#REF!,,
21442240,facebook,facebook,TRUE,4,36.1495,,
21442359,facebook,facebook,FALSE,2,#REF!,,
21442426,facebook,facebook,FALSE,3,#REF!,,
21442485,search,facebook,TRUE,7,18.0931,,
21442499,facebook,facebook,TRUE,1,18.0931,,
21442501,facebook,other,TRUE,6,18.0564,,
21442599,facebook,facebook,FALSE,7,#REF!,,
21442613,facebook,facebook,TRUE,7,36.1495,,
21442666,facebook,facebook,TRUE,5,#REF!,,
21442671,facebook,facebook,TRUE,6,18.0564,,
21442746,facebook,facebook,TRUE,6,18.1665,,
21442901,facebook,facebook,TRUE,8,18.0931,,
