subid,attribution_technical,attribution_survey,convert_TF,Tier,revenue,,
24250316,search,facebook,TRUE,7,#REF!,,
24250320,search,ott,TRUE,6,18.0931,,
24250383,facebook,facebook,TRUE,5,#REF!,,
24250450,facebook,facebook,TRUE,5,18.717,,
24250573,facebook,facebook,FALSE,6,#REF!,,
24250649,facebook,facebook,TRUE,6,18.0931,,
24250768,facebook,facebook,FALSE,7,#REF!,,
24250868,search,tv,FALSE,8,#REF!,,
24250879,search,search,TRUE,5,36.1495,,
24250897,facebook,facebook,TRUE,2,#REF!,,
24251030,youtube,youtube,FALSE,7,#REF!,,
24251113,display,facebook,TRUE,8,18.717,,
24251201,facebook,facebook,TRUE,6,#REF!,,
24251250,facebook,facebook,FALSE,5,#REF!,,
24251366,facebook,social_organic,TRUE,2,36.1495,,
24251433,search,podcast,TRUE,7,18.0931,,
24251506,bing,search,TRUE,8,18.717,,
24251552,facebook,facebook,FALSE,8,#REF!,,
24251776,facebook,facebook,TRUE,1,#REF!,,
24251876,facebook,facebook,FALSE,1,#REF!,,
24251978,search,search,TRUE,3,36.1495,,
24252031,facebook,referral,TRUE,2,36.1495,,
24252068,facebook,facebook,TRUE,8,#REF!,,
24252150,search,amfm_radio,FALSE,8,#REF!,,
24252220,search,facebook,FALSE,4,#REF!,,
24252254,bing,youtube,FALSE,6,#REF!,,
24252270,search,facebook,FALSE,4,#REF!,,
24252305,facebook,facebook,FALSE,6,#REF!,,
24252363,facebook,facebook,FALSE,1,#REF!,,
24252377,search,tv,TRUE,7,18.0931,,
24252404,facebook,,FALSE,8,#REF!,,
24252540,facebook,facebook,TRUE,4,36.1495,,
24252748,facebook,tv,FALSE,1,#REF!,,
24252913,facebook,facebook,FALSE,4,#REF!,,
24253053,search,tv,TRUE,8,18.0931,,
24253157,facebook,facebook,FALSE,1,#REF!,,
24253263,search,sirius xm,FALSE,4,#REF!,,
24253407,facebook,facebook,FALSE,4,#REF!,,
24253414,search,facebook,FALSE,6,#REF!,,
24253512,search,facebook,TRUE,3,18.0931,,
24253683,facebook,facebook,FALSE,8,#REF!,,
24253881,facebook,facebook,FALSE,8,#REF!,,
24254099,search,social_organic,TRUE,3,36.1495,,
24254210,facebook,facebook,FALSE,1,#REF!,,
24254397,search,facebook,TRUE,5,18.717,,
24254514,facebook,facebook,FALSE,5,#REF!,,
24254540,facebook,facebook,FALSE,4,#REF!,,
24254892,youtube,youtube,FALSE,7,#REF!,,
24254994,facebook,facebook,TRUE,4,36.1495,,
24255032,facebook,social_organic,TRUE,3,#REF!,,
24255094,search,tv,TRUE,8,18.3867,,
24255190,facebook,affiliate,TRUE,3,18.2399,,
24255211,facebook,facebook,FALSE,7,#REF!,,
24255503,facebook,tv,TRUE,1,18.0931,,
24255685,facebook,facebook,TRUE,6,18.3867,,
24255703,facebook,facebook,TRUE,3,#REF!,,
24255821,facebook,facebook,TRUE,3,18.1665,,
24255907,search,facebook,FALSE,6,#REF!,,
24256079,search,other,TRUE,7,18.0931,,
24256143,facebook,facebook,TRUE,5,#REF!,,
24256159,search,facebook,FALSE,7,#REF!,,
24256203,facebook,facebook,FALSE,4,#REF!,,
24256453,facebook,facebook,TRUE,3,#REF!,,
24256505,facebook,facebook,FALSE,1,#REF!,,
24256566,facebook,facebook,TRUE,6,18.3867,,
24256819,search,facebook,TRUE,6,18.717,,
24257052,facebook,facebook,FALSE,1,#REF!,,
24257117,facebook,facebook,TRUE,7,#REF!,,
24257155,search,other,TRUE,6,18.717,,
24257433,search,facebook,FALSE,1,#REF!,,
24257486,search,search,TRUE,8,18.717,,
24257491,facebook,facebook,TRUE,1,36.1495,,
24258050,search,referral,TRUE,6,18.0931,,
24258185,youtube,facebook,TRUE,7,18.3867,,
24258189,facebook,facebook,FALSE,5,#REF!,,
24258282,facebook,facebook,TRUE,6,18.4234,,
24258287,search,search,TRUE,8,18.0931,,
24258376,facebook,facebook,FALSE,4,#REF!,,
24258576,facebook,facebook,FALSE,8,#REF!,,
24258689,facebook,facebook,FALSE,8,#REF!,,
24258702,search,tv,FALSE,1,#REF!,,
24258748,facebook,facebook,TRUE,8,#REF!,,
24258886,facebook,facebook,FALSE,1,#REF!,,
24258950,facebook,tv,FALSE,4,#REF!,,
24258971,search,search,TRUE,6,#REF!,,
24259055,search,search,TRUE,2,36.1495,,
24259140,facebook,facebook,FALSE,3,#REF!,,
24259162,facebook,facebook,TRUE,7,36.1495,,
24259183,search,facebook,FALSE,8,#REF!,,
24259381,facebook,facebook,FALSE,1,#REF!,,
24259649,search,pinterest,TRUE,6,18.3867,,
24259706,facebook,facebook,FALSE,4,#REF!,,
24259734,facebook,facebook,FALSE,8,#REF!,,
24259809,facebook,facebook,TRUE,6,18.717,,
24259872,search,tv,FALSE,7,#REF!,,
24260358,search,referral,TRUE,6,18.1665,,
24260451,facebook,facebook,TRUE,7,18.0931,,
24260588,facebook,referral,TRUE,5,18.1665,,
24260655,facebook,facebook,TRUE,1,54.2059,,
24260701,facebook,other,TRUE,4,36.1495,,
24260706,facebook,tv,TRUE,3,18.0931,,
24260798,facebook,facebook,FALSE,4,#REF!,,
24260849,facebook,facebook,TRUE,3,18.717,,
24260854,facebook,facebook,FALSE,3,#REF!,,
24260987,search,facebook,TRUE,8,#REF!,,
24261029,facebook,facebook,FALSE,4,#REF!,,
24261090,facebook,facebook,FALSE,1,#REF!,,
24261246,facebook,facebook,FALSE,7,#REF!,,
24261278,facebook,facebook,TRUE,2,36.1495,,
24261488,search,tv,TRUE,7,18.0931,,
24261616,facebook,tv,FALSE,1,#REF!,,
24261619,facebook,facebook,TRUE,8,36.1495,,
24261628,display,facebook,TRUE,8,18.0931,,
24261696,facebook,facebook,FALSE,1,#REF!,,
24261739,facebook,facebook,TRUE,7,18.0931,,
24261929,facebook,facebook,FALSE,8,#REF!,,
24261959,facebook,podcast,TRUE,7,36.1495,,
24262002,facebook,facebook,TRUE,6,#REF!,,
24262068,facebook,facebook,FALSE,8,#REF!,,
24262200,search,facebook,TRUE,5,18.0931,,
24262206,facebook,facebook,TRUE,3,18.3867,,
24262278,facebook,facebook,FALSE,3,#REF!,,
24262676,facebook,facebook,FALSE,1,#REF!,,
24262831,facebook,facebook,FALSE,4,#REF!,,
24262867,facebook,facebook,TRUE,7,36.1495,,
24262884,facebook,social_organic,TRUE,5,18.3867,,
24262890,search,podcast,TRUE,8,18.4234,,
24262910,facebook,facebook,TRUE,6,#REF!,,
24262999,facebook,referral,TRUE,5,18.3867,,
24263017,facebook,facebook,FALSE,1,#REF!,,
24263020,search,referral,TRUE,4,36.1495,,
24263040,search,facebook,FALSE,7,#REF!,,
24263082,facebook,facebook,FALSE,1,#REF!,,
24263143,facebook,facebook,FALSE,8,#REF!,,
24263201,facebook,facebook,FALSE,7,#REF!,,
24263233,search,search,TRUE,5,18.0931,,
24263348,facebook,facebook,TRUE,3,18.3867,,
24263570,facebook,facebook,TRUE,2,36.1495,,
24263662,facebook,facebook,FALSE,4,#REF!,,
24263673,search,facebook,TRUE,6,#REF!,,
24263925,search,search,TRUE,4,36.1495,,
24263987,facebook,facebook,FALSE,3,#REF!,,
24264087,facebook,facebook,TRUE,6,#REF!,,
24264122,facebook,facebook,TRUE,1,36.1495,,
24264323,display,other,TRUE,6,18.0931,,
24264452,facebook,facebook,TRUE,7,36.1495,,
24264512,facebook,facebook,FALSE,5,#REF!,,
24264576,facebook,facebook,FALSE,7,#REF!,,
24264620,facebook,facebook,FALSE,7,#REF!,,
24264676,facebook,facebook,FALSE,1,#REF!,,
24264693,facebook,facebook,FALSE,5,#REF!,,
24264884,facebook,facebook,TRUE,5,#REF!,,
24265049,facebook,facebook,FALSE,4,#REF!,,
24265137,search,facebook,TRUE,6,18.3867,,
24265143,facebook,facebook,TRUE,5,18.3867,,
24265264,facebook,facebook,TRUE,4,18.0931,,
24265317,facebook,facebook,TRUE,4,#REF!,,
24265468,facebook,facebook,FALSE,8,#REF!,,
24265519,facebook,facebook,FALSE,6,#REF!,,
24265588,facebook,tv,FALSE,8,#REF!,,
24265736,facebook,facebook,FALSE,6,#REF!,,
24266221,facebook,facebook,TRUE,6,#REF!,,
24266280,facebook,facebook,FALSE,8,#REF!,,
24266331,facebook,facebook,TRUE,7,#REF!,,
24266485,search,facebook,TRUE,2,36.1495,,
24266651,search,facebook,TRUE,6,18.3867,,
24266680,facebook,facebook,FALSE,1,#REF!,,
24266693,facebook,facebook,TRUE,7,36.1495,,
24266714,facebook,facebook,TRUE,5,#REF!,,
24266719,facebook,podcast,TRUE,7,36.1495,,
24266774,display,tv,TRUE,8,18.1665,,
24266820,facebook,facebook,FALSE,5,#REF!,,
24267102,facebook,facebook,TRUE,5,#REF!,,
24267374,facebook,facebook,FALSE,4,#REF!,,
24267412,facebook,facebook,FALSE,8,#REF!,,
24267507,facebook,search,TRUE,8,36.1495,,
24267512,facebook,facebook,TRUE,7,#REF!,,
24267549,facebook,facebook,FALSE,7,#REF!,,
24267564,facebook,social_organic,TRUE,1,54.2059,,
24267622,facebook,facebook,FALSE,5,#REF!,,
24267723,search,facebook,TRUE,6,18.3867,,
24267996,facebook,facebook,FALSE,1,#REF!,,
24268220,facebook,facebook,FALSE,6,#REF!,,
24268295,search,facebook,TRUE,6,18.3867,,
24268321,facebook,facebook,FALSE,8,#REF!,,
24268504,search,referral,TRUE,1,54.2059,,
24268582,facebook,facebook,FALSE,2,#REF!,,
24268630,facebook,facebook,FALSE,8,#REF!,,
24268888,display,referral,TRUE,8,18.3867,,
24268895,facebook,facebook,FALSE,3,#REF!,,
24268907,facebook,facebook,TRUE,2,18.0931,,
24268921,facebook,facebook,TRUE,7,36.1495,,
24268983,facebook,facebook,TRUE,3,18.3867,,
24269468,facebook,facebook,TRUE,6,18.717,,
24269513,facebook,social_organic,TRUE,7,18.0931,,
24269538,facebook,facebook,TRUE,7,18.0931,,
24269575,search,pinterest,TRUE,2,36.1495,,
24269824,facebook,facebook,TRUE,2,36.1495,,
24269832,search,tv,FALSE,7,#REF!,,
24269962,facebook,facebook,TRUE,8,36.1495,,
24269979,search,tv,TRUE,7,18.0931,,
24269995,search,tv,TRUE,3,#REF!,,
24270026,facebook,facebook,TRUE,7,18.0931,,
24270069,facebook,facebook,TRUE,5,18.717,,
24270072,search,search,TRUE,6,#REF!,,
24270096,facebook,facebook,TRUE,2,36.1495,,
24270466,facebook,facebook,TRUE,2,36.1495,,
24270594,facebook,facebook,FALSE,6,#REF!,,
24270719,facebook,facebook,TRUE,7,#REF!,,
24270827,facebook,facebook,TRUE,8,18.0931,,
24271020,search,,FALSE,1,#REF!,,
24271027,facebook,facebook,TRUE,4,18.0931,,
24271077,facebook,facebook,FALSE,1,#REF!,,
24271086,facebook,facebook,FALSE,7,#REF!,,
24271150,facebook,facebook,FALSE,1,#REF!,,
24271368,facebook,facebook,FALSE,7,#REF!,,
24271374,facebook,tv,TRUE,3,18.0931,,
24271436,search,tv,FALSE,8,#REF!,,
24271493,facebook,social_organic,TRUE,7,36.1495,,
24271705,facebook,tv,FALSE,7,#REF!,,
24271781,facebook,facebook,TRUE,7,36.1495,,
24271972,facebook,facebook,FALSE,4,#REF!,,
24271993,facebook,facebook,FALSE,4,#REF!,,
24272025,facebook,facebook,TRUE,2,18.0931,,
24272060,facebook,facebook,FALSE,3,#REF!,,
24272138,facebook,facebook,FALSE,7,#REF!,,
24272173,display,facebook,FALSE,6,#REF!,,
24272397,facebook,facebook,FALSE,7,#REF!,,
24272432,search,search,TRUE,7,#REF!,,
24272510,facebook,facebook,FALSE,8,#REF!,,
24272761,facebook,social_organic,FALSE,7,#REF!,,
24272808,facebook,facebook,FALSE,6,#REF!,,
24272863,search,public_radio,FALSE,2,#REF!,,
24273080,facebook,facebook,FALSE,1,#REF!,,
24273088,facebook,facebook,TRUE,6,18.0931,,
24273120,facebook,facebook,FALSE,4,#REF!,,
24273210,facebook,facebook,FALSE,4,#REF!,,
24273223,facebook,facebook,TRUE,2,#REF!,,
24273599,facebook,facebook,FALSE,1,#REF!,,
24273814,facebook,facebook,FALSE,6,#REF!,,
24273858,facebook,facebook,FALSE,2,#REF!,,
24273862,facebook,facebook,FALSE,2,#REF!,,
24274131,facebook,facebook,FALSE,1,#REF!,,
24274335,facebook,facebook,FALSE,4,#REF!,,
24274357,search,facebook,FALSE,8,#REF!,,
24274521,facebook,other,TRUE,6,18.0931,,
24274539,facebook,referral,TRUE,6,18.3867,,
24274563,facebook,facebook,FALSE,5,#REF!,,
24274620,search,search,TRUE,2,36.1495,,
24274732,facebook,facebook,FALSE,1,#REF!,,
24274804,facebook,facebook,TRUE,5,18.0931,,
24274867,search,search,TRUE,6,18.0931,,
24274913,search,facebook,FALSE,8,#REF!,,
24275020,facebook,facebook,FALSE,8,#REF!,,
24275197,facebook,facebook,FALSE,1,#REF!,,
24275405,facebook,facebook,FALSE,5,#REF!,,
24275438,facebook,facebook,TRUE,1,36.1495,,
24275585,search,search,TRUE,4,36.1495,,
24275676,facebook,facebook,TRUE,5,#REF!,,
24275729,facebook,facebook,FALSE,7,#REF!,,
24275810,youtube,youtube,FALSE,7,#REF!,,
24276009,search,search,TRUE,5,18.0564,,
24276268,facebook,other,FALSE,1,#REF!,,
24276346,facebook,facebook,TRUE,2,#REF!,,
24276386,search,affiliate,TRUE,4,36.1495,,
24276544,search,other,TRUE,6,18.0931,,
24276633,facebook,facebook,FALSE,1,#REF!,,
24276655,search,referral,TRUE,3,36.1495,,
24276715,facebook,social_organic,TRUE,4,36.1495,,
24276799,facebook,facebook,TRUE,8,#REF!,,
24276916,facebook,facebook,FALSE,1,#REF!,,
24276985,facebook,facebook,TRUE,6,#REF!,,
24276989,search,facebook,TRUE,7,18.0931,,
24277042,display,facebook,TRUE,7,18.4234,,
24277305,facebook,facebook,TRUE,6,#REF!,,
24277322,facebook,facebook,TRUE,5,18.3867,,
24277391,facebook,facebook,TRUE,5,18.0931,,
24277564,facebook,facebook,FALSE,1,#REF!,,
24277611,facebook,facebook,FALSE,8,#REF!,,
24277775,facebook,facebook,FALSE,1,#REF!,,
24277953,facebook,facebook,FALSE,1,#REF!,,
24277997,facebook,facebook,FALSE,6,#REF!,,
24278000,facebook,facebook,TRUE,8,#REF!,,
24278027,facebook,facebook,TRUE,7,#REF!,,
24278145,facebook,facebook,TRUE,6,18.3867,,
24278170,facebook,facebook,TRUE,2,36.1495,,
24278252,facebook,facebook,TRUE,5,#REF!,,
24278394,search,tv,TRUE,7,18.717,,
24278462,facebook,facebook,TRUE,4,36.1495,,
24278472,facebook,facebook,TRUE,5,18.3867,,
24278496,search,search,TRUE,5,36.1495,,
24278509,facebook,facebook,FALSE,4,#REF!,,
24278620,facebook,facebook,FALSE,4,#REF!,,
24278792,facebook,tv,FALSE,2,#REF!,,
24278820,facebook,facebook,TRUE,8,18.1665,,
24278982,facebook,facebook,TRUE,6,#REF!,,
24279001,facebook,facebook,FALSE,1,#REF!,,
24279026,facebook,other,TRUE,5,18.0931,,
24279074,search,tv,TRUE,6,18.1665,,
24279233,facebook,facebook,FALSE,8,#REF!,,
24279329,facebook,facebook,TRUE,1,54.2059,,
24279408,facebook,tv,FALSE,3,#REF!,,
24279475,facebook,facebook,TRUE,1,18.0931,,
24279506,facebook,facebook,FALSE,8,#REF!,,
24279542,search,search,TRUE,7,18.0931,,
24279733,facebook,facebook,FALSE,1,#REF!,,
24279763,facebook,facebook,TRUE,8,#REF!,,
24280092,facebook,facebook,TRUE,7,#REF!,,
24280112,facebook,facebook,FALSE,1,#REF!,,
24280202,facebook,facebook,FALSE,5,#REF!,,
24280249,facebook,facebook,TRUE,4,#REF!,,
24280324,facebook,facebook,FALSE,6,#REF!,,
24280523,facebook,tv,TRUE,5,18.0931,,
24280549,facebook,facebook,FALSE,1,#REF!,,
24280618,facebook,social_organic,TRUE,2,36.1495,,
24280754,facebook,facebook,TRUE,5,#REF!,,
24280762,facebook,facebook,FALSE,1,#REF!,,
24280865,search,facebook,TRUE,7,18.0931,,
24280879,bing,tv,FALSE,4,#REF!,,
24280888,facebook,facebook,FALSE,7,#REF!,,
24281002,facebook,facebook,TRUE,8,#REF!,,
24281035,search,tv,FALSE,7,#REF!,,
24281093,facebook,facebook,TRUE,5,18.717,,
24281180,facebook,podcast,TRUE,5,18.3867,,
24281299,search,facebook,TRUE,5,36.1495,,
24281368,facebook,facebook,TRUE,3,18.1665,,
24281401,facebook,facebook,FALSE,1,#REF!,,
24281436,facebook,referral,TRUE,1,36.1495,,
24281496,facebook,facebook,TRUE,7,36.1495,,
24281813,facebook,facebook,TRUE,2,36.1495,,
24281870,search,facebook,TRUE,7,18.0931,,
24281945,facebook,other,TRUE,7,36.1495,,
24281972,facebook,facebook,TRUE,4,36.1495,,
24282089,facebook,facebook,FALSE,3,#REF!,,
24282092,facebook,tv,FALSE,8,#REF!,,
24282143,facebook,facebook,FALSE,4,#REF!,,
24282318,facebook,referral,TRUE,6,#REF!,,
24282351,facebook,facebook,FALSE,4,#REF!,,
24282359,facebook,facebook,TRUE,6,#REF!,,
24282360,facebook,facebook,FALSE,8,#REF!,,
24282393,facebook,facebook,TRUE,2,#REF!,,
24282597,facebook,facebook,TRUE,8,18.0931,,
24282778,facebook,facebook,TRUE,4,18.0931,,
24282866,facebook,facebook,TRUE,4,#REF!,,
24282887,facebook,facebook,FALSE,7,#REF!,,
24283216,youtube,amfm_radio,TRUE,7,18.717,,
24283244,facebook,facebook,TRUE,7,36.1495,,
24283684,facebook,facebook,FALSE,6,#REF!,,
24283704,facebook,facebook,TRUE,4,36.1495,,
24283766,search,other,TRUE,6,18.0931,,
24284011,search,referral,TRUE,8,18.717,,
24284128,facebook,facebook,FALSE,1,#REF!,,
24284148,facebook,facebook,FALSE,6,#REF!,,
24284181,search,tv,TRUE,5,36.1495,,
24284403,facebook,facebook,FALSE,6,#REF!,,
24284590,search,facebook,FALSE,8,#REF!,,
24284902,search,pinterest,TRUE,6,18.1665,,
24284904,facebook,facebook,FALSE,8,#REF!,,
24284910,facebook,referral,TRUE,1,36.1495,,
24284969,facebook,facebook,FALSE,3,#REF!,,
24285337,facebook,facebook,FALSE,8,#REF!,,
24285412,facebook,facebook,FALSE,8,#REF!,,
24285419,search,facebook,TRUE,3,36.1495,,
24285441,facebook,facebook,TRUE,2,#REF!,,
24285667,facebook,facebook,TRUE,7,36.1495,,
24285702,facebook,facebook,TRUE,7,36.1495,,
24285727,display,facebook,FALSE,8,#REF!,,
24285729,search,referral,TRUE,4,36.1495,,
24285802,facebook,facebook,FALSE,1,#REF!,,
24285854,facebook,facebook,FALSE,3,#REF!,,
24286021,search,tv,TRUE,7,18.0931,,
24286098,facebook,facebook,TRUE,6,#REF!,,
24286109,facebook,facebook,FALSE,8,#REF!,,
24286191,facebook,facebook,FALSE,1,#REF!,,
24286242,facebook,facebook,FALSE,2,#REF!,,
24286341,facebook,facebook,FALSE,1,#REF!,,
24286597,facebook,facebook,TRUE,6,#REF!,,
24286750,facebook,facebook,TRUE,8,18.0931,,
24286813,facebook,facebook,FALSE,8,#REF!,,
24286951,facebook,facebook,TRUE,8,#REF!,,
24286992,display,pinterest,TRUE,7,18.0931,,
24286995,search,search,TRUE,5,36.1495,,
24287014,search,other,TRUE,6,18.0931,,
24287018,search,referral,TRUE,8,18.3867,,
24287087,search,facebook,FALSE,4,#REF!,,
24287267,search,social_organic,TRUE,7,18.3867,,
24287297,display,facebook,FALSE,8,#REF!,,
24287405,search,search,TRUE,7,18.717,,
24287491,facebook,facebook,TRUE,8,20.1483,,
24287554,facebook,facebook,FALSE,4,#REF!,,
24287639,facebook,facebook,TRUE,5,#REF!,,
24287773,search,tv,TRUE,7,18.0931,,
24287789,facebook,facebook,FALSE,4,#REF!,,
24287933,facebook,facebook,TRUE,8,18.0931,,
24288025,facebook,facebook,FALSE,2,#REF!,,
24288261,facebook,facebook,TRUE,5,18.717,,
24288406,facebook,facebook,TRUE,8,18.3867,,
24288495,search,search,TRUE,2,36.1495,,
24288538,search,facebook,TRUE,7,18.3867,,
24288834,search,facebook,FALSE,5,#REF!,,
24288897,facebook,facebook,TRUE,2,#REF!,,
24289119,facebook,facebook,FALSE,6,#REF!,,
24289269,facebook,facebook,FALSE,7,#REF!,,
24289432,facebook,facebook,TRUE,3,18.3867,,
24289570,facebook,facebook,FALSE,3,#REF!,,
24289729,facebook,facebook,TRUE,3,18.1665,,
24289806,facebook,pinterest,FALSE,6,#REF!,,
24289981,facebook,facebook,FALSE,4,#REF!,,
24290174,facebook,facebook,FALSE,2,#REF!,,
24290205,facebook,facebook,FALSE,4,#REF!,,
24290353,facebook,facebook,TRUE,2,#REF!,,
24290887,search,referral,TRUE,6,18.0931,,
24291245,facebook,affiliate,TRUE,8,18.717,,
24291246,facebook,facebook,FALSE,8,#REF!,,
24291341,facebook,facebook,FALSE,4,#REF!,,
24291468,facebook,facebook,TRUE,7,36.1495,,
24291784,facebook,facebook,FALSE,1,#REF!,,
24291875,facebook,facebook,TRUE,8,18.0931,,
24291985,facebook,facebook,FALSE,8,#REF!,,
24292042,facebook,facebook,TRUE,3,#REF!,,
24292070,facebook,facebook,TRUE,3,#REF!,,
24292079,display,search,FALSE,4,#REF!,,
24292331,facebook,facebook,TRUE,6,18.3867,,
24292353,search,search,TRUE,4,36.1495,,
24292402,facebook,other,TRUE,7,36.1495,,
24292464,facebook,tv,TRUE,2,#REF!,,
24292467,search,tv,FALSE,7,#REF!,,
24292524,facebook,tv,FALSE,5,#REF!,,
24292574,facebook,facebook,FALSE,6,#REF!,,
24292613,facebook,facebook,TRUE,7,36.1495,,
24292681,search,other,TRUE,6,18.0931,,
24292769,facebook,facebook,TRUE,5,#REF!,,
24292798,facebook,social_organic,TRUE,1,18.0931,,
24292831,facebook,facebook,TRUE,4,#REF!,,
24292928,facebook,facebook,FALSE,7,#REF!,,
24292944,search,facebook,TRUE,3,18.0931,,
24293036,facebook,tv,TRUE,5,18.3867,,
24293039,facebook,facebook,TRUE,2,18.0931,,
24293201,search,referral,TRUE,4,36.1495,,
24293469,facebook,facebook,TRUE,7,36.1495,,
24293512,search,youtube,TRUE,5,18.717,,
24293625,facebook,facebook,FALSE,7,#REF!,,
24293634,search,referral,TRUE,8,18.1665,,
24293659,facebook,facebook,TRUE,4,18.0931,,
24293975,search,search,TRUE,2,36.1495,,
24294051,facebook,facebook,FALSE,5,#REF!,,
24294321,facebook,facebook,FALSE,5,#REF!,,
24294698,search,tv,FALSE,3,#REF!,,
24295225,search,,FALSE,5,#REF!,,
24295311,facebook,facebook,TRUE,8,#REF!,,
24295410,facebook,referral,TRUE,4,#REF!,,
24295492,facebook,referral,TRUE,7,#REF!,,
24295656,search,tv,FALSE,4,#REF!,,
24295788,facebook,facebook,TRUE,5,#REF!,,
24295813,display,search,TRUE,8,18.3867,,
24295825,search,facebook,TRUE,2,36.1495,,
24295835,search,facebook,FALSE,6,#REF!,,
24295876,search,tv,TRUE,5,40.2599,,
24295893,facebook,facebook,TRUE,2,36.1495,,
24295937,search,sirius xm,FALSE,4,#REF!,,
24296005,search,other,TRUE,4,36.1495,,
24296106,facebook,facebook,TRUE,7,36.1495,,
24296141,facebook,facebook,FALSE,1,#REF!,,
24296166,facebook,facebook,TRUE,5,18.717,,
24296201,search,search,TRUE,1,18.0931,,
24296214,facebook,affiliate,FALSE,5,#REF!,,
24296275,facebook,facebook,TRUE,2,36.1495,,
24296382,facebook,referral,TRUE,7,36.1495,,
24296433,facebook,facebook,TRUE,2,36.1495,,
24296553,facebook,pinterest,TRUE,6,18.717,,
24296578,facebook,facebook,TRUE,4,18.0931,,
24296624,facebook,facebook,TRUE,6,18.0931,,
24296680,facebook,pinterest,TRUE,6,#REF!,,
24296743,search,other,TRUE,4,36.1495,,
24296883,search,facebook,FALSE,8,#REF!,,
24296937,facebook,facebook,FALSE,2,#REF!,,
24297056,facebook,facebook,TRUE,8,18.0931,,
24297085,search,tv,TRUE,1,18.0931,,
24297119,facebook,facebook,FALSE,3,#REF!,,
24297339,search,search,FALSE,7,#REF!,,
24297722,facebook,facebook,TRUE,5,#REF!,,
24297986,facebook,facebook_organic,FALSE,3,#REF!,,
24298004,facebook,facebook,FALSE,5,#REF!,,
24298049,search,search,FALSE,8,#REF!,,
24298274,bing,sirius xm,TRUE,8,18.4234,,
24298397,facebook,referral,TRUE,8,18.0931,,
24298824,facebook,facebook,FALSE,8,#REF!,,
24298839,facebook,referral,TRUE,6,18.3867,,
24298989,facebook,facebook,FALSE,7,#REF!,,
24298999,facebook,tv,FALSE,1,#REF!,,
24299105,youtube,youtube,TRUE,8,18.0931,,
24299142,facebook,facebook,FALSE,1,#REF!,,
24299268,search,facebook,FALSE,4,#REF!,,
24299373,facebook,tv,FALSE,4,#REF!,,
24299477,search,podcast,TRUE,3,36.1495,,
24299588,facebook,facebook,FALSE,7,#REF!,,
24299834,facebook,facebook,FALSE,3,#REF!,,
24299864,facebook,tv,FALSE,4,#REF!,,
24299981,search,facebook,TRUE,5,36.1495,,
24300072,facebook,facebook,FALSE,3,#REF!,,
24300096,facebook,facebook,TRUE,6,18.3867,,
24300318,search,facebook,TRUE,7,18.717,,
24300342,facebook,tv,TRUE,3,18.1665,,
24300395,search,tv,TRUE,8,18.0931,,
24300404,facebook,facebook,FALSE,6,#REF!,,
24300754,facebook,,TRUE,1,18.0931,,
24300833,facebook,facebook,FALSE,1,#REF!,,
24300932,facebook,social_organic,TRUE,6,18.1665,,
24300975,facebook,facebook,TRUE,6,#REF!,,
24301208,search,youtube,TRUE,7,18.0931,,
24301284,facebook,facebook,TRUE,6,#REF!,,
24301643,facebook,facebook,FALSE,8,#REF!,,
24301795,facebook,facebook,FALSE,4,#REF!,,
24301820,facebook,facebook,FALSE,1,#REF!,,
24301863,facebook,facebook,FALSE,4,#REF!,,
24301986,search,facebook,FALSE,7,#REF!,,
24302195,youtube,youtube,TRUE,6,18.0931,,
24302209,facebook,facebook,FALSE,1,#REF!,,
24302465,facebook,facebook,FALSE,5,#REF!,,
24302556,facebook,facebook,TRUE,4,36.1495,,
24302618,facebook,facebook,TRUE,6,18.0931,,
24302838,facebook,facebook,FALSE,3,#REF!,,
24302871,search,,TRUE,6,18.0931,,
24302905,facebook,facebook,FALSE,4,#REF!,,
24303068,facebook,referral,TRUE,5,18.1665,,
24303100,facebook,other,TRUE,6,18.0931,,
24303126,facebook,referral,TRUE,4,36.1495,,
24303346,facebook,facebook,FALSE,3,#REF!,,
24303472,search,facebook,FALSE,7,#REF!,,
24303533,youtube,youtube,TRUE,7,18.0931,,
24303825,facebook,facebook,TRUE,5,#REF!,,
24303848,facebook,facebook,TRUE,8,36.1495,,
24303960,facebook,facebook,FALSE,4,#REF!,,
24304153,facebook,facebook,TRUE,3,18.0931,,
24304184,search,other,TRUE,4,36.1495,,
24304244,facebook,referral,TRUE,7,#REF!,,
24304285,search,facebook,TRUE,2,36.1495,,
24304350,facebook,facebook,TRUE,4,#REF!,,
24304424,facebook,facebook,FALSE,2,#REF!,,
24304440,facebook,facebook,TRUE,4,18.0931,,
24304677,facebook,facebook,TRUE,6,#REF!,,
24304724,facebook,facebook,TRUE,8,18.0931,,
24304787,facebook,facebook,TRUE,2,36.1495,,
24305023,facebook,facebook,FALSE,6,#REF!,,
24305041,facebook,tv,FALSE,1,#REF!,,
24305164,search,referral,TRUE,8,18.0931,,
24305285,facebook,facebook,TRUE,8,#REF!,,
24305338,facebook,public_radio,TRUE,8,18.717,,
24305443,facebook,social_organic,TRUE,3,18.0931,,
24305603,facebook,facebook,FALSE,7,#REF!,,
24305639,search,tv,FALSE,8,#REF!,,
24305760,facebook,facebook,FALSE,1,#REF!,,
24305808,facebook,facebook,FALSE,7,#REF!,,
24306627,facebook,facebook,TRUE,6,#REF!,,
